Alloy,Series,Temper,Form,Processing,Al_wt,Cu_wt,Fe_wt,Mg_wt,Mn_wt,Si_wt,Ti_wt,Zn_wt,Cr_wt,Others_wt,Density_g_cm3,UTS_MPa,YS_MPa,Elongation_pct,Hardness_HB,Modulus_GPa,Source
1350,1xxx,H14,Wire,Cold Worked,99.33,0.05,0.4,0.0,0.01,0.1,0.02,0.05,0.01,0.03,2.7,110.0,97.0,5.0,30.0,69.0,[2]
1350,1xxx,H19,Wire,Cold Worked,99.33,0.05,0.4,0.0,0.01,0.1,0.02,0.05,0.01,0.03,2.7,186.0,165.0,1.5,55.0,69.0,[1]
2011,2xxx,T3,Bar,Wrought,92.3,5.5,0.7,0.0,0.0,0.4,0.0,0.3,0.0,0.8,2.83,379.0,296.0,15.0,95.0,70.3,[2]
2011,2xxx,T6,Rod,Wrought,92.3,5.5,0.7,0.0,0.0,0.4,0.0,0.3,0.0,0.8,2.83,370.0,270.0,6.0,110.0,70.3,[1]
2011,2xxx,T8,Bar,Cold Worked,92.3,5.5,0.7,0.0,0.0,0.4,0.0,0.3,0.0,0.8,2.83,407.0,310.0,12.0,100.0,70.3,[2]
2014,2xxx,O,Sheet,Wrought,92.45,4.4,0.5,0.5,0.8,0.8,0.15,0.25,0.1,0.05,2.8,186.0,97.0,18.0,45.0,73.1,[2]
2014,2xxx,T4,Sheet,Wrought,92.45,4.4,0.5,0.5,0.8,0.8,0.15,0.25,0.1,0.05,2.8,427.0,290.0,20.0,105.0,73.1,[2]
2014,2xxx,T6,Extrusion,Wrought,92.45,4.4,0.5,0.5,0.8,0.8,0.15,0.25,0.1,0.05,2.8,483.0,414.0,13.0,135.0,73.1,[2]
2014,2xxx,T6,Rod,Wrought,92.45,4.4,0.5,0.5,0.8,0.8,0.15,0.25,0.1,0.05,2.8,460.0,400.0,6.0,125.0,73.1,[1]
2014,2xxx,T651,Plate,Wrought,92.45,4.4,0.5,0.5,0.8,0.8,0.15,0.25,0.1,0.05,2.8,483.0,414.0,13.0,135.0,73.1,[2]
2014,2xxx,T6,Forging,Forged,92.45,4.4,0.5,0.5,0.8,0.8,0.15,0.25,0.1,0.05,2.8,476.0,407.0,12.0,130.0,73.1,[3]
2014,2xxx,T4,Bar,Wrought,92.45,4.4,0.5,0.5,0.8,0.8,0.15,0.25,0.1,0.05,2.8,434.0,296.0,18.0,105.0,73.1,[5]
2017,2xxx,T4,Bar,Wrought,93.30000000000001,4.0,0.5,0.6,0.7,0.5,0.0,0.25,0.1,0.05,2.79,427.0,276.0,22.0,105.0,72.4,[2]
2017,2xxx,O,Sheet,Wrought,93.30000000000001,4.0,0.5,0.6,0.7,0.5,0.0,0.25,0.1,0.05,2.79,179.0,69.0,22.0,45.0,72.4,[2]
2017,2xxx,T4,Rod,Wrought,93.30000000000001,4.0,0.5,0.6,0.7,0.5,0.0,0.25,0.1,0.05,2.79,427.0,276.0,22.0,105.0,72.4,[5]
2024,2xxx,O,Sheet,Wrought,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,186.0,76.0,20.0,47.0,73.1,[2]
2024,2xxx,T3,Sheet,Wrought,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,483.0,345.0,18.0,120.0,73.1,[2]
2024,2xxx,T4,Sheet,Wrought,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,469.0,324.0,19.0,120.0,73.1,[2]
2024,2xxx,T351,Plate,Wrought,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,469.0,324.0,19.0,120.0,73.1,[2]
2024,2xxx,T361,Sheet,Cold Worked,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,496.0,393.0,11.0,130.0,73.1,[2]
2024,2xxx,T81,Sheet,Wrought,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,483.0,448.0,6.0,128.0,73.1,[2]
2024,2xxx,T861,Sheet,Cold Worked,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,517.0,490.0,6.0,135.0,73.1,[2]
2024,2xxx,T3,Extrusion,Wrought,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,483.0,345.0,18.0,120.0,73.1,[5]
2024,2xxx,T3,Bar,Wrought,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,483.0,345.0,17.0,120.0,73.1,[5]
2024,2xxx,T4,Forging,Forged,91.95,4.4,0.5,1.5,0.6,0.5,0.15,0.25,0.1,0.05,2.78,455.0,317.0,18.0,118.0,73.1,[3]
2124,2xxx,T851,Plate,Wrought,92.55,4.4,0.2,1.5,0.6,0.2,0.15,0.25,0.1,0.05,2.78,483.0,441.0,8.0,130.0,73.1,[2]
2219,2xxx,O,Sheet,Wrought,92.54,6.3,0.3,0.02,0.3,0.2,0.06,0.1,0.0,0.18,2.84,172.0,76.0,18.0,37.0,73.1,[2]
2219,2xxx,T62,Sheet,Wrought,92.54,6.3,0.3,0.02,0.3,0.2,0.06,0.1,0.0,0.18,2.84,414.0,290.0,10.0,110.0,73.1,[2]
2219,2xxx,T81,Sheet,Wrought,92.54,6.3,0.3,0.02,0.3,0.2,0.06,0.1,0.0,0.18,2.84,455.0,352.0,10.0,118.0,73.1,[2]
2219,2xxx,T87,Sheet,Cold Worked,92.54,6.3,0.3,0.02,0.3,0.2,0.06,0.1,0.0,0.18,2.84,476.0,393.0,10.0,128.0,73.1,[2]
2219,2xxx,T851,Plate,Wrought,92.54,6.3,0.3,0.02,0.3,0.2,0.06,0.1,0.0,0.18,2.84,455.0,352.0,10.0,118.0,73.1,[5]
2219,2xxx,T6,Forging,Forged,92.54,6.3,0.3,0.02,0.3,0.2,0.06,0.1,0.0,0.18,2.84,414.0,290.0,10.0,110.0,73.1,[3]
2618,2xxx,T61,Forging,Forged,93.65000000000002,2.3,1.1,1.5,0.0,0.18,0.07,0.1,0.0,1.1,2.76,441.0,372.0,10.0,115.0,74.5,[2]
2618,2xxx,T6,Bar,Wrought,93.65000000000002,2.3,1.1,1.5,0.0,0.18,0.07,0.1,0.0,1.1,2.76,435.0,365.0,8.0,115.0,74.5,[5]
3003,3xxx,O,Sheet,Wrought,97.23,0.12,0.7,0.0,1.2,0.6,0.0,0.1,0.0,0.05,2.73,110.0,41.0,30.0,28.0,69.0,[2]
3003,3xxx,H12,Sheet,Cold Worked,97.23,0.12,0.7,0.0,1.2,0.6,0.0,0.1,0.0,0.05,2.73,131.0,117.0,10.0,35.0,69.0,[2]
3003,3xxx,H14,Sheet,Cold Worked,97.23,0.12,0.7,0.0,1.2,0.6,0.0,0.1,0.0,0.05,2.73,152.0,145.0,8.0,40.0,69.0,[2]
3003,3xxx,H18,Sheet,Cold Worked,97.23,0.12,0.7,0.0,1.2,0.6,0.0,0.1,0.0,0.05,2.73,200.0,186.0,4.0,55.0,69.0,[2]
3003,3xxx,H14,Tube,Cold Worked,97.23,0.12,0.7,0.0,1.2,0.6,0.0,0.1,0.0,0.05,2.73,152.0,145.0,8.0,40.0,69.0,[5]
3003,3xxx,O,Plate,Wrought,97.23,0.12,0.7,0.0,1.2,0.6,0.0,0.1,0.0,0.05,2.73,110.0,41.0,30.0,28.0,69.0,[5]
3003,3xxx,H14,Extrusion,Wrought,97.23,0.12,0.7,0.0,1.2,0.6,0.0,0.1,0.0,0.05,2.73,152.0,145.0,8.0,40.0,69.0,[5]
3004,3xxx,O,Sheet,Wrought,96.25,0.25,0.7,1.0,1.2,0.3,0.0,0.25,0.0,0.05,2.72,179.0,69.0,20.0,45.0,69.0,[2]
3004,3xxx,H34,Sheet,Cold Worked,96.25,0.25,0.7,1.0,1.2,0.3,0.0,0.25,0.0,0.05,2.72,241.0,200.0,9.0,63.0,69.0,[2]
3004,3xxx,H38,Sheet,Cold Worked,96.25,0.25,0.7,1.0,1.2,0.3,0.0,0.25,0.0,0.05,2.72,283.0,248.0,5.0,77.0,69.0,[2]
3004,3xxx,H32,Sheet,Cold Worked,96.25,0.25,0.7,1.0,1.2,0.3,0.0,0.25,0.0,0.05,2.72,215.0,170.0,10.0,52.0,69.0,[5]
3105,3xxx,O,Sheet,Wrought,96.60000000000001,0.3,0.7,0.5,0.55,0.6,0.1,0.4,0.2,0.05,2.72,117.0,55.0,24.0,32.0,69.0,[2]
3105,3xxx,H25,Sheet,Cold Worked,96.60000000000001,0.3,0.7,0.5,0.55,0.6,0.1,0.4,0.2,0.05,2.72,179.0,159.0,8.0,52.0,69.0,[2]
3105,3xxx,H14,Sheet,Cold Worked,96.60000000000001,0.3,0.7,0.5,0.55,0.6,0.1,0.4,0.2,0.05,2.72,172.0,152.0,7.0,48.0,69.0,[5]
4032,4xxx,T6,Forging,Forged,84.5,0.9,1.0,1.0,0.0,12.2,0.0,0.25,0.1,0.05,2.68,379.0,317.0,9.0,120.0,79.0,[2]
4032,4xxx,O,Forging,Wrought,84.5,0.9,1.0,1.0,0.0,12.2,0.0,0.25,0.1,0.05,2.68,179.0,100.0,17.0,55.0,79.0,[2]
4032,4xxx,T6,Bar,Wrought,84.5,0.9,1.0,1.0,0.0,12.2,0.0,0.25,0.1,0.05,2.68,379.0,317.0,9.0,120.0,79.0,[5]
4043,4xxx,O,Wire,Wrought,93.25000000000001,0.3,0.8,0.05,0.05,5.2,0.2,0.1,0.0,0.05,2.69,145.0,70.0,22.0,35.0,70.0,[2]
4043,4xxx,H18,Wire,Cold Worked,93.25000000000001,0.3,0.8,0.05,0.05,5.2,0.2,0.1,0.0,0.05,2.69,283.0,269.0,1.0,84.0,70.0,[2]
4045,4xxx,O,Sheet,Wrought,88.45000000000002,0.3,0.8,0.05,0.05,10.0,0.2,0.1,0.0,0.05,2.66,131.0,70.0,20.0,32.0,70.0,[5]
4145,4xxx,O,Wire,Wrought,84.34999999999998,4.0,0.8,0.15,0.15,10.0,0.15,0.2,0.15,0.05,2.74,172.0,97.0,15.0,50.0,72.0,[5]
4145,4xxx,T6,Bar,Wrought,84.34999999999998,4.0,0.8,0.15,0.15,10.0,0.15,0.2,0.15,0.05,2.74,331.0,283.0,5.0,105.0,72.0,[5]
5005,5xxx,O,Sheet,Wrought,97.4,0.2,0.7,0.8,0.2,0.3,0.0,0.25,0.1,0.05,2.7,124.0,41.0,25.0,28.0,69.0,[2]
5005,5xxx,H34,Sheet,Cold Worked,97.4,0.2,0.7,0.8,0.2,0.3,0.0,0.25,0.1,0.05,2.7,159.0,138.0,8.0,41.0,69.0,[2]
5005,5xxx,H38,Sheet,Cold Worked,97.4,0.2,0.7,0.8,0.2,0.3,0.0,0.25,0.1,0.05,2.7,200.0,186.0,4.0,51.0,69.0,[2]
5005,5xxx,H14,Extrusion,Cold Worked,97.4,0.2,0.7,0.8,0.2,0.3,0.0,0.25,0.1,0.05,2.7,159.0,138.0,8.0,41.0,69.0,[5]
5052,5xxx,O,Sheet,Wrought,96.25000000000001,0.1,0.4,2.5,0.1,0.25,0.0,0.1,0.25,0.05,2.68,193.0,89.0,25.0,47.0,70.3,[2]
5052,5xxx,H32,Sheet,Cold Worked,96.25000000000001,0.1,0.4,2.5,0.1,0.25,0.0,0.1,0.25,0.05,2.68,228.0,193.0,12.0,60.0,70.3,[2]
5052,5xxx,H34,Sheet,Cold Worked,96.25000000000001,0.1,0.4,2.5,0.1,0.25,0.0,0.1,0.25,0.05,2.68,262.0,214.0,10.0,68.0,70.3,[2]
5052,5xxx,H36,Sheet,Cold Worked,96.25000000000001,0.1,0.4,2.5,0.1,0.25,0.0,0.1,0.25,0.05,2.68,276.0,241.0,8.0,73.0,70.3,[2]
5052,5xxx,H38,Sheet,Cold Worked,96.25000000000001,0.1,0.4,2.5,0.1,0.25,0.0,0.1,0.25,0.05,2.68,290.0,255.0,7.0,77.0,70.3,[2]
5052,5xxx,H34,Plate,Cold Worked,96.25000000000001,0.1,0.4,2.5,0.1,0.25,0.0,0.1,0.25,0.05,2.68,262.0,214.0,10.0,68.0,70.3,[5]
5052,5xxx,O,Rod,Wrought,96.25000000000001,0.1,0.4,2.5,0.1,0.25,0.0,0.1,0.25,0.05,2.68,193.0,89.0,25.0,47.0,70.3,[5]
5083,5xxx,O,Plate,Wrought,93.39999999999998,0.1,0.4,4.4,0.7,0.4,0.15,0.25,0.15,0.05,2.66,290.0,145.0,22.0,67.0,71.0,[2]
5083,5xxx,H116,Plate,Cold Worked,93.39999999999998,0.1,0.4,4.4,0.7,0.4,0.15,0.25,0.15,0.05,2.66,317.0,228.0,16.0,75.0,71.0,[2]
5083,5xxx,H321,Sheet,Cold Worked,93.39999999999998,0.1,0.4,4.4,0.7,0.4,0.15,0.25,0.15,0.05,2.66,317.0,228.0,16.0,75.0,71.0,[2]
5083,5xxx,O,Extrusion,Wrought,93.39999999999998,0.1,0.4,4.4,0.7,0.4,0.15,0.25,0.15,0.05,2.66,290.0,145.0,22.0,67.0,71.0,[5]
5083,5xxx,H111,Extrusion,Wrought,93.39999999999998,0.1,0.4,4.4,0.7,0.4,0.15,0.25,0.15,0.05,2.66,303.0,193.0,16.0,70.0,71.0,[5]
5083,5xxx,O,Forging,Forged,93.39999999999998,0.1,0.4,4.4,0.7,0.4,0.15,0.25,0.15,0.05,2.66,290.0,145.0,22.0,67.0,71.0,[3]
5086,5xxx,O,Sheet,Wrought,93.94999999999999,0.1,0.5,4.0,0.45,0.4,0.15,0.25,0.15,0.05,2.66,262.0,117.0,22.0,62.0,71.0,[2]
5086,5xxx,H34,Sheet,Cold Worked,93.94999999999999,0.1,0.5,4.0,0.45,0.4,0.15,0.25,0.15,0.05,2.66,324.0,255.0,10.0,82.0,71.0,[2]
5086,5xxx,H112,Plate,Wrought,93.94999999999999,0.1,0.5,4.0,0.45,0.4,0.15,0.25,0.15,0.05,2.66,269.0,131.0,14.0,65.0,71.0,[5]
5154,5xxx,O,Sheet,Wrought,94.95,0.1,0.4,3.5,0.1,0.25,0.2,0.2,0.25,0.05,2.66,241.0,117.0,27.0,58.0,70.3,[2]
5154,5xxx,H34,Sheet,Cold Worked,94.95,0.1,0.4,3.5,0.1,0.25,0.2,0.2,0.25,0.05,2.66,290.0,228.0,13.0,73.0,70.3,[2]
5154,5xxx,H32,Sheet,Cold Worked,94.95,0.1,0.4,3.5,0.1,0.25,0.2,0.2,0.25,0.05,2.66,269.0,207.0,15.0,67.0,70.3,[5]
5182,5xxx,O,Sheet,Wrought,93.95000000000002,0.15,0.35,4.5,0.35,0.2,0.1,0.25,0.1,0.05,2.65,276.0,131.0,23.0,67.0,71.0,[2]
5182,5xxx,H19,Sheet,Cold Worked,93.95000000000002,0.15,0.35,4.5,0.35,0.2,0.1,0.25,0.1,0.05,2.65,407.0,395.0,4.0,110.0,71.0,[5]
5251,5xxx,O,Sheet,Wrought,96.34999999999998,0.15,0.5,2.0,0.1,0.4,0.15,0.15,0.15,0.05,2.69,180.0,80.0,23.0,46.0,70.0,[2]
5251,5xxx,H34,Sheet,Cold Worked,96.34999999999998,0.15,0.5,2.0,0.1,0.4,0.15,0.15,0.15,0.05,2.69,230.0,180.0,10.0,63.0,70.0,[2]
5454,5xxx,O,Sheet,Wrought,95.13,0.1,0.4,2.7,0.8,0.25,0.2,0.25,0.12,0.05,2.69,248.0,117.0,22.0,62.0,70.3,[2]
5454,5xxx,H34,Sheet,Cold Worked,95.13,0.1,0.4,2.7,0.8,0.25,0.2,0.25,0.12,0.05,2.69,303.0,241.0,10.0,81.0,70.3,[2]
5454,5xxx,H111,Extrusion,Wrought,95.13,0.1,0.4,2.7,0.8,0.25,0.2,0.25,0.12,0.05,2.69,260.0,124.0,18.0,65.0,70.3,[5]
5454,5xxx,O,Forging,Forged,95.13,0.1,0.4,2.7,0.8,0.25,0.2,0.25,0.12,0.05,2.69,248.0,117.0,22.0,62.0,70.3,[3]
5456,5xxx,O,Plate,Wrought,92.73,0.1,0.4,5.1,0.8,0.25,0.2,0.25,0.12,0.05,2.66,310.0,159.0,24.0,70.0,71.0,[2]
5456,5xxx,H116,Plate,Cold Worked,92.73,0.1,0.4,5.1,0.8,0.25,0.2,0.25,0.12,0.05,2.66,352.0,255.0,16.0,90.0,71.0,[2]
5456,5xxx,H321,Plate,Cold Worked,92.73,0.1,0.4,5.1,0.8,0.25,0.2,0.25,0.12,0.05,2.66,352.0,255.0,16.0,90.0,71.0,[5]
5754,5xxx,O,Sheet,Wrought,94.8,0.1,0.4,3.1,0.5,0.4,0.15,0.2,0.3,0.05,2.67,220.0,100.0,26.0,52.0,70.0,[2]
5754,5xxx,H111,Sheet,Wrought,94.8,0.1,0.4,3.1,0.5,0.4,0.15,0.2,0.3,0.05,2.67,250.0,180.0,14.0,65.0,70.0,[1]
5754,5xxx,H22,Sheet,Cold Worked,94.8,0.1,0.4,3.1,0.5,0.4,0.15,0.2,0.3,0.05,2.67,275.0,215.0,10.0,72.0,70.0,[5]
6005,6xxx,T5,Extrusion,Wrought,97.80000000000004,0.1,0.35,0.5,0.1,0.8,0.1,0.1,0.1,0.05,2.7,262.0,241.0,8.0,75.0,69.0,[2]
6005,6xxx,T1,Extrusion,Wrought,97.80000000000004,0.1,0.35,0.5,0.1,0.8,0.1,0.1,0.1,0.05,2.7,172.0,97.0,22.0,50.0,69.0,[5]
6060,6xxx,T5,Extrusion,Wrought,98.35000000000001,0.1,0.2,0.5,0.1,0.4,0.1,0.15,0.05,0.05,2.7,195.0,150.0,12.0,60.0,69.0,[2]
6060,6xxx,T6,Extrusion,Wrought,98.35000000000001,0.1,0.2,0.5,0.1,0.4,0.1,0.15,0.05,0.05,2.7,215.0,175.0,10.0,65.0,69.0,[2]
6061,6xxx,O,Sheet,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,124.0,55.0,25.0,30.0,69.0,[2]
6061,6xxx,T4,Sheet,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,241.0,145.0,22.0,65.0,69.0,[2]
6061,6xxx,T6,Sheet,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,310.0,276.0,12.0,95.0,69.0,[2]
6061,6xxx,T6,Extrusion,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,310.0,276.0,12.0,95.0,69.0,[2]
6061,6xxx,T651,Plate,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,310.0,276.0,12.0,95.0,69.0,[2]
6061,6xxx,T6,Forging,Forged,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,310.0,276.0,12.0,95.0,69.0,[2]
6061,6xxx,T6,Bar,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,310.0,276.0,12.0,95.0,69.0,[5]
6061,6xxx,T6,Rod,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,310.0,276.0,12.0,95.0,69.0,[5]
6061,6xxx,T4,Extrusion,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,241.0,145.0,22.0,65.0,69.0,[5]
6061,6xxx,T6,Tube,Wrought,96.61999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.2,0.05,2.7,310.0,276.0,12.0,95.0,69.0,[5]
6063,6xxx,O,Extrusion,Wrought,98.00000000000003,0.1,0.35,0.7,0.1,0.4,0.1,0.1,0.1,0.05,2.7,90.0,48.0,25.0,25.0,69.0,[2]
6063,6xxx,T1,Extrusion,Wrought,98.00000000000003,0.1,0.35,0.7,0.1,0.4,0.1,0.1,0.1,0.05,2.7,152.0,90.0,20.0,42.0,69.0,[2]
6063,6xxx,T4,Extrusion,Wrought,98.00000000000003,0.1,0.35,0.7,0.1,0.4,0.1,0.1,0.1,0.05,2.7,172.0,90.0,22.0,52.0,69.0,[2]
6063,6xxx,T5,Extrusion,Wrought,98.00000000000003,0.1,0.35,0.7,0.1,0.4,0.1,0.1,0.1,0.05,2.7,186.0,145.0,12.0,60.0,69.0,[2]
6063,6xxx,T6,Extrusion,Wrought,98.00000000000003,0.1,0.35,0.7,0.1,0.4,0.1,0.1,0.1,0.05,2.7,241.0,214.0,12.0,73.0,69.0,[2]
6063,6xxx,T83,Extrusion,Cold Worked,98.00000000000003,0.1,0.35,0.7,0.1,0.4,0.1,0.1,0.1,0.05,2.7,255.0,241.0,9.0,82.0,69.0,[2]
6063,6xxx,T6,Bar,Wrought,98.00000000000003,0.1,0.35,0.7,0.1,0.4,0.1,0.1,0.1,0.05,2.7,241.0,214.0,12.0,73.0,69.0,[5]
6063,6xxx,T5,Tube,Wrought,98.00000000000003,0.1,0.35,0.7,0.1,0.4,0.1,0.1,0.1,0.05,2.7,186.0,145.0,12.0,60.0,69.0,[5]
6082,6xxx,O,Plate,Wrought,96.2,0.1,0.5,0.9,0.7,1.0,0.1,0.2,0.25,0.05,2.71,130.0,60.0,27.0,35.0,69.0,[2]
6082,6xxx,T4,Sheet,Wrought,96.2,0.1,0.5,0.9,0.7,1.0,0.1,0.2,0.25,0.05,2.71,260.0,170.0,19.0,75.0,69.0,[2]
6082,6xxx,T6,Extrusion,Wrought,96.2,0.1,0.5,0.9,0.7,1.0,0.1,0.2,0.25,0.05,2.71,310.0,260.0,10.0,95.0,69.0,[2]
6082,6xxx,T651,Plate,Wrought,96.2,0.1,0.5,0.9,0.7,1.0,0.1,0.2,0.25,0.05,2.71,310.0,260.0,10.0,90.0,69.0,[2]
6082,6xxx,T6,Forging,Forged,96.2,0.1,0.5,0.9,0.7,1.0,0.1,0.2,0.25,0.05,2.71,310.0,260.0,10.0,90.0,69.0,[3]
6082,6xxx,T6,Bar,Wrought,96.2,0.1,0.5,0.9,0.7,1.0,0.1,0.2,0.25,0.05,2.71,310.0,260.0,10.0,90.0,69.0,[5]
6101,6xxx,T6,Bar,Wrought,98.09000000000002,0.1,0.5,0.6,0.03,0.5,0.0,0.1,0.03,0.05,2.7,221.0,193.0,15.0,71.0,69.0,[2]
6111,6xxx,T4,Sheet,Wrought,96.7,0.7,0.4,0.7,0.3,0.8,0.1,0.15,0.1,0.05,2.71,290.0,165.0,26.0,80.0,69.0,[2]
6262,6xxx,T9,Bar,Cold Worked,95.67999999999999,0.28,0.7,1.0,0.15,0.6,0.15,0.25,0.09,1.1,2.72,400.0,379.0,10.0,120.0,69.0,[2]
6351,6xxx,T6,Extrusion,Wrought,96.75000000000001,0.1,0.5,0.6,0.6,1.0,0.2,0.2,0.0,0.05,2.71,310.0,283.0,14.0,95.0,69.0,[2]
7005,7xxx,T53,Extrusion,Wrought,92.58,0.1,0.4,1.4,0.45,0.35,0.04,4.5,0.13,0.05,2.78,393.0,345.0,15.0,100.0,72.0,[2]
7005,7xxx,T6,Extrusion,Wrought,92.58,0.1,0.4,1.4,0.45,0.35,0.04,4.5,0.13,0.05,2.78,372.0,317.0,12.0,95.0,72.0,[5]
7005,7xxx,O,Sheet,Wrought,92.58,0.1,0.4,1.4,0.45,0.35,0.04,4.5,0.13,0.05,2.78,193.0,83.0,20.0,52.0,72.0,[5]
7020,7xxx,T6,Plate,Wrought,92.8,0.2,0.4,1.2,0.3,0.35,0.0,4.5,0.2,0.05,2.78,370.0,310.0,10.0,105.0,72.0,[2]
7020,7xxx,T6,Extrusion,Wrought,92.8,0.2,0.4,1.2,0.3,0.35,0.0,4.5,0.2,0.05,2.78,370.0,310.0,10.0,105.0,72.0,[5]
